id,host_id,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,amenities,price,number_of_reviews,review_scores_rating,availability_30,availability_365
1353727482639876329,533234561,f,Harlem,Manhattan,40.81437420286491,-73.94304041482802,Private room in rental unit,Private room,1,0.0,1.0,"[""Oven"", ""Free street parking"", ""Lockbox"", ""Dedicated workspace"", ""Dishes and silverware"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Microwave"", ""Self check-in"", ""Heating""]",$59.00,0,,0,304
6198636,31877774,f,Upper West Side,Manhattan,40.77836,-73.98119,Entire rental unit,Entire home/apt,1,,,"[""Air conditioning"", ""Carbon monoxide alarm"", ""Elevator"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Shampoo"", ""Heating"", ""TV""]",,1,4.0,0,0
34255449,779474,f,Washington Heights,Manhattan,40.8357,-73.94318,Entire rental unit,Entire home/apt,3,1.0,1.0,"[""Oven"", ""Garden view"", ""Babysitter recommendations"", ""Fire extinguisher"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dining table"", ""Cooking basics"", ""Microwave"", ""Hair dryer"", ""Self check-in"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed"", ""Iron"", ""Bed linens"", ""Paid parking off premises"", ""Stove"", ""Lockbox"", ""Patio or balcony"", ""Bathtub"", ""Heating"", ""Coffee maker: drip coffee maker, french press"", ""Free street parking"", ""Air conditioning"", ""Shower gel"", ""Toaster"", ""Cleaning products"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchen"", ""Courtyard view"", ""TV with Fire TV"", ""Refrigerator"", ""Hangers"", ""Shampoo"", ""Pack \u2019n play/Travel crib"", ""Freezer""]",$280.00,175,4.86,29,364
36239871,270122518,t,Hell's Kitchen,Manhattan,40.75436,-73.99391,Room in boutique hotel,Private room,2,1.0,1.0,"[""Building staff"", ""Air conditioning"", ""Hangers"", ""Carbon monoxide alarm"", ""Elevator"", ""Self check-in"", ""Hot water"", ""Wifi"", ""Hair dryer"", ""Smoke alarm"", ""Heating"", ""Private entrance"", ""Shampoo"", ""Pets allowed"", ""Essentials"", ""Coffee maker"", ""Iron"", ""TV""]",,24,4.83,6,213
1278970081538305840,22254869,f,Midtown,Manhattan,40.75679,-73.97379,Entire rental unit,Entire home/apt,2,1.0,1.0,"[""Gym"", ""Fire extinguisher"", ""First aid kit"", ""Dedicated workspace"", ""Cooking basics"", ""Hair dryer"", ""Exercise equipment"", ""Essentials"", ""Iron"", ""Heating"", ""Washer"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Hot water"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Indoor fireplace""]",$170.00,0,,30,365
840185619302876324,396362260,f,St. Albans,Queens,40.706737268291775,-73.76153688658604,Entire home,Entire home/apt,1,1.0,1.0,"[""Fire extinguisher"", ""First aid kit"", ""Air conditioning"", ""Refrigerator"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Host greets you"", ""Kitchen"", ""Heating"", ""TV""]",$70.00,2,5.0,30,365
8294525,25266527,f,Bensonhurst,Brooklyn,40.62054,-73.99828,Entire rental unit,Entire home/apt,1,,,"[""Air conditioning"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""Hair dryer"", ""Smoke alarm"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Iron""]",,6,4.5,0,0
51791648,401709949,f,Bedford-Stuyvesant,Brooklyn,40.69852,-73.93869,Private room in rental unit,Private room,1,2.0,1.0,"[""HDTV"", ""Oven"", ""Fire extinguisher"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hair dryer"", ""Window AC unit"", ""Essentials"", ""Iron"", ""Bed linens"", ""Body soap"", ""Dishwasher"", ""Stove"", ""Elevator"", ""Paid parking lot off premises"", ""Bathtub"", ""Drying rack for clothing"", ""Central heating"", ""Paid washer \u2013 In building"", ""Toaster"", ""Shower gel"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchen"", ""Conditioner"", ""Coffee maker: pour-over coffee"", ""Lock on bedroom door"", ""Refrigerator"", ""Hangers"", ""Shampoo"", ""Freezer""]",$46.00,5,4.0,0,73
38541050,225075332,f,Bushwick,Brooklyn,40.69297,-73.92686,Private room in rental unit,Private room,2,,,"[""Lock on bedroom door"", ""Kitchen"", ""Fire extinguisher"", ""Air conditioning"", ""Hangers"", ""Hot water"", ""Wifi"", ""Private entrance"", ""Heating"", ""Shampoo"", ""Smoking allowed"", ""Iron"", ""TV""]",,2,5.0,0,0
1158653996040798180,572829186,f,Midtown,Manhattan,40.752494,-73.983108,Room in hotel,Private room,3,1.0,1.0,"[""Gym"", ""Luggage dropoff allowed"", ""Pets allowed"", ""Hair dryer"", ""Self check-in"", ""Essentials"", ""Iron"", ""Bed linens"", ""Building staff"", ""Heating"", ""TV"", ""Air conditioning"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Shampoo"", ""Conditioner"", ""Paid parking on premises"", ""Sauna"", ""Elevator"", ""Room-darkening shades""]",$425.00,0,,30,106
20163793,90463984,f,Richmond Hill,Queens,40.69941,-73.84066,Entire home,Entire home/apt,2,1.0,0.0,"[""Portable fans"", ""Oven"", ""Baking sheet"", ""Laundromat nearby"", ""Blender"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dining table"", ""Cooking basics"", ""Microwave"", ""Hair dryer"", ""Host greets you"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed"", ""Iron"", ""Bed linens"", ""TV with standard cable"", ""Body soap"", ""Stove"", ""Bidet"", ""Backyard"", ""Ceiling fan"", ""Patio or balcony"", ""Bathtub"", ""Heating"", ""Drying rack for clothing"", ""Mosquito net"", ""Outdoor furniture"", ""Barbecue utensils"", ""Sun loungers"", ""Free street parking"", ""Toaster"", ""Shower gel"", ""Cleaning products"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchen"", ""Conditioner"", ""Private entrance"", ""Coffee maker"", ""Refrigerator"", ""Hangers"", ""Clothing storage: wardrobe and dresser"", ""Books and reading material"", ""Shampoo"", ""Freezer"", ""Room-darkening shades""]",$76.00,6,4.67,0,289
53415204,351905581,f,Gowanus,Brooklyn,40.68159,-73.98258,Private room,Private room,5,,,"[""Oven"", ""Fire extinguisher"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Blender"", ""Dedicated workspace"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Microwave"", ""Hair dryer"", ""Window AC unit"", ""Host greets you"", ""Wine glasses"", ""Essentials"", ""Iron"", ""Bed linens"", ""Bidet"", ""Portable heater"", ""Clothing storage: dresser"", ""Coffee maker: espresso machine, french press, pour-over coffee"", ""Elevator"", ""Gas stove"", ""Free street parking"", ""Toaster"", ""Cleaning products"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Smoke alarm"", ""Kitchen"", ""Conditioner"", ""Lock on bedroom door"", ""Fast wifi \u2013 325 Mbps"", ""Refrigerator"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Baking sheet"", ""Shampoo"", ""Freezer""]",,91,4.92,0,0
17981267,123518076,t,Concourse,Bronx,40.81992,-73.92809,Entire townhouse,Entire home/apt,5,1.0,2.0,"[""Portable fans"", ""Babysitter recommendations"", ""Laundromat nearby"", ""Fire extinguisher"", ""First aid kit"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dining table"", ""Coffee"", ""Microwave"", ""Hair dryer"", ""Window AC unit"", ""Host greets you"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed"", ""Iron"", ""Bed linens"", ""Body soap"", ""Portable heater"", ""Board games"", ""Radiant heating"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, HBO Max, Hulu, Netflix, DVD player"", ""Clothing storage: closet and dresser"", ""Bathtub"", ""Free street parking"", ""Mini fridge"", ""Toaster"", ""Shower gel"", ""Cleaning products"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Hot water kettle"", ""Conditioner"", ""Paid street parking off premises"", ""Hangers"", ""Coffee maker: drip coffee maker"", ""Books and reading material"", ""Shampoo"", ""Freezer""]",$97.00,115,4.7,11,115
35121319,35491006,f,Harlem,Manhattan,40.83106,-73.94701,Entire rental unit,Entire home/apt,2,,1.0,"[""Carbon monoxide alarm"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Iron"", ""TV""]",,1,5.0,0,0
9513511,49293611,f,Bronxdale,Bronx,40.85691,-73.8658,Private room in condo,Private room,1,1.0,1.0,"[""Portable fans"", ""Fire extinguisher"", ""Paid dryer \u2013 In building"", ""First aid kit"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dining table"", ""Cooking basics"", ""Microwave"", ""Kitchenette"", ""Hair dryer"", ""Essentials"", ""Long term stays allowed"", ""Iron"", ""Bed linens"", ""Body soap"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Bathtub"", ""Drying rack for clothing"", ""Central heating"", ""Free street parking"", ""Paid washer \u2013 In building"", ""Toaster"", ""Cleaning products"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker, espresso machine"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hot water kettle"", ""Refrigerator"", ""Hangers"", ""Elevator"", ""Freezer"", ""Room-darkening shades""]",$67.00,14,4.79,29,364
603613025139199279,2664763,f,Bedford-Stuyvesant,Brooklyn,40.69295,-73.94782,Private room in rental unit,Private room,1,,,"[""Baking sheet"", ""Paid dryer \u2013 In building"", ""Clothing storage: closet"", ""Blender"", ""Dining table"", ""Extra pillows and blankets"", ""Keypad"", ""Cooking basics"", ""Coffee"", ""Microwave"", ""Hair dryer"", ""Exercise equipment"", ""Self check-in"", ""Essentials"", ""City skyline view"", ""42 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix"", ""Central air conditioning"", ""Bed linens"", ""Stainless steel oven"", ""Long term stays allowed"", ""Dishwasher"", ""Stainless steel stove"", ""It's in the walls of the apartment Bluetooth sound system"", ""Bathtub"", ""Heating"", ""Shared gym in building"", ""Paid washer \u2013 In building"", ""Toaster"", ""Shower gel"", ""Cleaning products"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Lock on bedroom door"", ""Refrigerator"", ""Game console: PS4"", ""Hangers"", ""Coffee maker: drip coffee maker"", ""Books and reading material"", ""Shampoo"", ""Freezer""]",,15,4.93,0,0
13712179,45924792,f,Brooklyn Heights,Brooklyn,40.69149,-73.99409,Entire rental unit,Entire home/apt,2,,1.0,"[""Air conditioning"", ""Breakfast"", ""Wifi"", ""Hair dryer"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""TV""]",,1,5.0,0,0
21621154,4669488,f,Bushwick,Brooklyn,40.69951,-73.92208,Private room in rental unit,Private room,2,,,"[""Lock on bedroom door"", ""Kitchen"", ""TV"", ""Fire extinguisher"", ""First aid kit"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Dryer"", ""Hair dryer"", ""Smoke alarm"", ""Heating"", ""Wifi"", ""Shampoo"", ""Essentials"", ""Iron"", ""Washer""]",,1,5.0,0,0
20588062,147092207,f,Upper West Side,Manhattan,40.77306,-73.98024,Entire rental unit,Entire home/apt,3,,1.0,"[""Oven"", ""Cooking basics"", ""Microwave"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Dishwasher"", ""Stove"", ""Bathtub"", ""Heating"", ""TV"", ""Washer"", ""Air conditioning"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Hot water"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Kitchen"", ""Refrigerator"", ""Hangers"", ""Shampoo""]",,3,4.33,0,0
36142215,41484943,f,Kensington,Brooklyn,40.63674,-73.97494,Private room in rental unit,Private room,2,,,"[""Lock on bedroom door"", ""First aid kit"", ""Air conditioning"", ""Hangers"", ""Carbon monoxide alarm"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Private living room"", ""Essentials"", ""Iron"", ""TV""]",,1,5.0,0,0
853028685326156511,74160866,,Upper East Side,Manhattan,40.77462569327992,-73.95012687295173,Entire rental unit,Entire home/apt,4,1.0,2.0,"[""Baking sheet"", ""Oven"", ""Laundromat nearby"", ""Free washer \u2013 In unit"", ""Clothing storage: closet"", ""Blender"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Keypad"", ""Microwave"", ""60 inch TV with Fire TV, Disney+, Apple TV, Amazon Prime Video, HBO Max, Hulu, Netflix"", ""Hair dryer"", ""Window AC unit"", ""Pets allowed"", ""Self check-in"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed"", ""Iron"", ""Bed linens"", ""Body soap"", ""Dishwasher"", ""Bidet"", ""Board games"", ""Shared gym nearby"", ""Outdoor playground"", ""Drying rack for clothing"", ""Mosquito net"", ""Central heating"", ""Outdoor furniture"", ""Free street parking"", ""Toaster"", ""Shower gel"", ""Cleaning products"", ""Dishes and silverware"", ""Indoor fireplace: electric"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker, Nespresso"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchen"", ""Conditioner"", ""Blomberg stainless steel electric stove"", ""Refrigerator"", ""Housekeeping - available at extra cost"", ""Shared backyard \u2013 Fully fenced"", ""Paid street parking off premises"", ""Exercise equipment: free weights, yoga mat"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Books and reading material"", ""Arcade games"", ""Shampoo"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Freezer"", ""Room-darkening shades""]",$151.00,3,5.0,29,109
1295753453690983324,663491065,f,Chinatown,Manhattan,40.71825,-74.0012136,Room in hotel,Private room,2,1.0,1.0,"[""Gym"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Hair dryer"", ""Self check-in"", ""Essentials"", ""Iron"", ""Bed linens"", ""Building staff"", ""Heating"", ""TV"", ""Mini fridge"", ""Air conditioning"", ""Shower gel"", ""Hot water"", ""Wifi"", ""Private entrance"", ""Shampoo"", ""Conditioner"", ""Coffee maker"", ""Elevator"", ""Room-darkening shades""]",$212.00,2,5.0,21,52
16100652,88191,f,Carroll Gardens,Brooklyn,40.67878,-73.9977,Entire rental unit,Entire home/apt,4,,2.0,"[""Kitchen"", ""Air conditioning"", ""Dryer"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Private entrance"", ""Essentials"", ""Iron"", ""Washer""]",,2,4.5,0,0
925688828901710134,128625567,f,Carroll Gardens,Brooklyn,40.68163548295244,-74.0008186767212,Private room in rental unit,Private room,2,,,"[""Cooking basics"", ""Pets allowed"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Radiant heating"", ""TV"", ""Washer"", ""Air conditioning"", ""Shower gel"", ""Breakfast"", ""Cleaning products"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Conditioner"", ""Coffee maker"", ""Refrigerator"", ""Hangers"", ""Free dryer \u2013 In unit"", ""Shampoo""]",,22,5.0,0,0
5113910,10125456,t,Red Hook,Brooklyn,40.67507,-74.01209,Entire rental unit,Entire home/apt,2,1.0,1.0,"[""Fire extinguisher"", ""Portable air conditioning"", ""Luggage dropoff allowed"", ""Single level home"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Cooking basics"", ""Microwave"", ""Pets allowed"", ""Hair dryer"", ""Self check-in"", ""Essentials"", ""Long term stays allowed"", ""Iron"", ""Bed linens"", ""Children\u2019s books and toys"", ""BBQ grill"", ""Heating"", ""Washer"", ""70 inch HDTV with Apple TV, HBO Max, Hulu, Netflix, Amazon Prime Video"", ""Barbecue utensils"", ""Free street parking"", ""Shower gel"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Hot water"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Private entrance"", ""Coffee maker"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Hangers"", ""Shampoo"", ""Smart lock"", ""Pack \u2019n play/Travel crib""]",$143.00,98,4.77,29,179
9415026,14995329,f,Kips Bay,Manhattan,40.7435,-73.97907,Private room in rental unit,Private room,2,,1.0,"[""TV with standard cable"", ""Dryer"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Elevator"", ""Essentials"", ""Heating"", ""Washer""]",,0,,0,0
20815250,12099193,f,Greenpoint,Brooklyn,40.73729,-73.95586,Entire rental unit,Entire home/apt,2,,2.0,"[""Fire extinguisher"", ""First aid kit"", ""Hair dryer"", ""Host greets you"", ""Essentials"", ""Iron"", ""TV with standard cable"", ""Heating"", ""Free street parking"", ""Air conditioning"", ""Breakfast"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Hangers"", ""Shampoo""]",,0,,0,0
54247180,1978940,f,Williamsburg,Brooklyn,40.70871,-73.93903,Private room in casa particular,Private room,2,1.0,1.0,"[""Laundromat nearby"", ""Fire extinguisher"", ""Paid dryer \u2013 In building"", ""First aid kit"", ""Luggage dropoff allowed"", ""Fast wifi \u2013 224 Mbps"", ""Hair dryer"", ""Wine glasses"", ""Essentials"", ""Iron"", ""Bed linens"", ""Bidet"", ""Electric stove"", ""Portable heater"", ""Room-darkening shades"", ""Outdoor furniture"", ""Central heating"", ""Free street parking"", ""Paid washer \u2013 In building"", ""Mini fridge"", ""Toaster"", ""Shower gel"", ""Carbon monoxide alarm"", ""Exercise equipment: free weights, stationary bike, yoga mat"", ""Smoke alarm"", ""Lock on bedroom door"", ""Refrigerator"", ""Safe"", ""Shared backyard \u2013 Fully fenced"", ""Hangers"", ""AC - split type ductless system"", ""Shampoo"", ""TV with Hulu, Netflix, Disney+, Apple TV, Amazon Prime Video""]",$143.00,48,4.9,29,179
44035515,72110232,f,Harlem,Manhattan,40.83059,-73.94173,Entire condo,Entire home/apt,5,1.0,3.0,"[""Baking sheet"", ""Oven"", ""Garden view"", ""Babysitter recommendations"", ""Rice maker"", ""Fire extinguisher"", ""Paid dryer \u2013 In building"", ""First aid kit"", ""Laundromat nearby"", ""Blender"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Crib"", ""Hair dryer"", ""Window AC unit"", ""Self check-in"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed"", ""Iron"", ""Bed linens"", ""Body soap"", ""Dishwasher"", ""Children\u2019s books and toys"", ""Stove"", ""Board games"", ""Elevator"", ""HDTV with Roku, Disney+, Netflix, Amazon Prime Video"", ""Heating"", ""Free street parking"", ""Paid washer \u2013 In building"", ""Toaster"", ""Shower gel"", ""Cleaning products"", ""Clothing storage"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchen"", ""Conditioner"", ""Private entrance"", ""Coffee maker"", ""Paid parking garage off premises"", ""Refrigerator"", ""Shared backyard \u2013 Fully fenced"", ""Hangers"", ""Piano"", ""Books and reading material"", ""Shampoo"", ""Smart lock"", ""Freezer"", ""Park view"", ""Room-darkening shades""]",$200.00,2,5.0,0,31
995132747994090209,93868163,f,Flatlands,Brooklyn,40.61987429989976,-73.93944685195812,Entire rental unit,Entire home/apt,5,1.0,2.0,"[""Air conditioning"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""TV""]",$124.00,0,,29,269
33826205,57920236,f,Bedford-Stuyvesant,Brooklyn,40.68411,-73.95498,Entire rental unit,Entire home/apt,5,1.0,2.0,"[""Bed linens"", ""Kitchen"", ""TV"", ""Air conditioning"", ""Breakfast"", ""Dishes and silverware"", ""Extra pillows and blankets"", ""Hangers"", ""Pets allowed"", ""Dryer"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Private entrance"", ""Shampoo"", ""Essentials"", ""Iron"", ""Washer""]",$347.00,4,5.0,0,335
13094250,72701423,f,Carroll Gardens,Brooklyn,40.67796,-73.99587,Private room in home,Private room,2,,,"[""Lock on bedroom door"", ""Air conditioning"", ""Hangers"", ""Wifi"", ""Kitchen"", ""Essentials"", ""Heating""]",,5,4.8,0,0
1333396514105774911,371939556,f,Crown Heights,Brooklyn,40.66476,-73.92941,Entire rental unit,Entire home/apt,4,1.0,3.0,"[""Bed linens"", ""Kitchen"", ""Laundromat nearby"", ""First aid kit"", ""Air conditioning"", ""Clothing storage"", ""Extra pillows and blankets"", ""Hangers"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Pets allowed"", ""Wifi"", ""Smoke alarm"", ""Heating"", ""Essentials"", ""Iron"", ""TV""]",$280.00,1,1.0,29,89
2028677,9852787,f,Harlem,Manhattan,40.81465,-73.94104,Entire rental unit,Entire home/apt,3,1.0,1.0,"[""Baking sheet"", ""Garden view"", ""Laundromat nearby"", ""Fire extinguisher"", ""First aid kit"", ""Luggage dropoff allowed"", ""Single level home"", ""Dedicated workspace"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Hair dryer"", ""Window AC unit"", ""Host greets you"", ""Wine glasses"", ""Essentials"", ""Long term stays allowed"", ""Iron"", ""Bed linens"", ""Window guards"", ""Whirpool oven"", ""Ethernet connection"", ""Board games"", ""Shared gym nearby"", ""Radiant heating"", ""Bathtub"", ""32 inch HDTV with Amazon Prime Video, Hulu, Netflix, Roku"", ""Drying rack for clothing"", ""GE refrigerator"", ""Free street parking"", ""Dr. Teals body soap"", ""Shower gel"", ""Cleaning products"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Suave shampoo"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchen"", ""Paid parking garage off premises"", ""Hangers"", ""Record player"", ""Clothing storage: wardrobe"", ""Exercise equipment: free weights"", ""Coffee maker: drip coffee maker"", ""GE electric stove"", ""Books and reading material"", ""Suave conditioner""]",$115.00,60,4.47,29,364
1147859866270196088,562233935,t,Upper West Side,Manhattan,40.8024986,-73.9668444,Private room in rental unit,Private room,2,2.0,1.0,"[""Outdoor dining area"", ""Carbon monoxide alarm"", ""Washer"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Exercise equipment"", ""TV""]",$62.00,0,,0,164
25669472,121851703,t,Queens Village,Queens,40.72183,-73.73607,Entire rental unit,Entire home/apt,2,1.0,1.0,"[""Laundromat nearby"", ""Fire extinguisher"", ""First aid kit"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dining table"", ""Cooking basics"", ""Microwave"", ""Hair dryer"", ""Self check-in"", ""Essentials"", ""Central air conditioning"", ""Iron"", ""Long term stays allowed"", ""Bed linens"", ""Body soap"", ""Paid washer \u2013 In unit"", ""Bidet"", ""Portable heater"", ""Backyard"", ""Clothing storage: closet and dresser"", ""Fast wifi \u2013 471 Mbps"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Central heating"", ""Free street parking"", ""Toaster"", ""Shower gel"", ""Cleaning products"", ""Exterior security cameras on property"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Carbon monoxide alarm"", ""Hot water"", ""Private entrance"", ""Smoke alarm"", ""Kitchen"", ""Conditioner"", ""Coffee maker"", ""Paid dryer \u2013 In unit"", ""Refrigerator"", ""Hangers"", ""GE stainless steel single oven"", ""60 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix"", ""GE electric stove"", ""Baking sheet"", ""Shampoo"", ""Smart lock"", ""Freezer"", ""Room-darkening shades""]",$99.00,72,4.83,2,337
10513228,853118,t,Bushwick,Brooklyn,40.69891,-73.93162,Private room in rental unit,Private room,2,,,"[""Oven"", ""Fire extinguisher"", ""Paid dryer \u2013 In building"", ""Blender"", ""Single level home"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Microwave"", ""Pets allowed"", ""Window AC unit"", ""Essentials"", ""Long term stays allowed"", ""Bed linens"", ""Dishwasher"", ""Stove"", ""Board games"", ""Airplay Bluetooth sound system"", ""Elevator"", ""Bathtub"", ""Heating"", ""Free street parking"", ""Paid washer \u2013 In building"", ""50 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix"", ""Toaster"", ""Cleaning products"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchen"", ""Conditioner"", ""Lock on bedroom door"", ""Private patio or balcony"", ""Refrigerator"", ""Hangers"", ""Exercise equipment: free weights"", ""Coffee maker: drip coffee maker"", ""Baking sheet"", ""Shampoo"", ""Freezer"", ""Room-darkening shades""]",,30,4.93,0,0
720488795152405211,480328832,f,Greenpoint,Brooklyn,40.7311839,-73.95796159999999,Private room in condo,Private room,2,1.0,1.0,"[""Portable fans"", ""Oven"", ""Baking sheet"", ""Laundromat nearby"", ""Fire extinguisher"", ""First aid kit"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Dining table"", ""Cooking basics"", ""Coffee"", ""Microwave"", ""Host greets you"", ""Wine glasses"", ""Essentials"", ""City skyline view"", ""Iron"", ""Long term stays allowed"", ""Bed linens"", ""Dove body soap"", ""Dishwasher"", ""Portable heater"", ""Radiant heating"", ""Bathtub"", ""Gas stove"", ""River view"", ""Shower gel"", ""Coffee maker: french press"", ""Cleaning products"", ""Dishes and silverware"", ""Suave shampoo"", ""Carbon monoxide alarm"", ""Freezer"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hot water kettle"", ""Kitchen"", ""Refrigerator"", ""Waterfront"", ""Hangers"", ""Clothing storage: wardrobe and dresser"", ""Books and reading material"", ""Suave conditioner"", ""Room-darkening shades""]",$160.00,17,4.59,30,180
